2026-05-30,23:41:20,23:41:32,Antigravity.exe [action - Antigravity - app.py],12
2026-05-30,23:41:32,23:41:34,explorer.exe [タスクの切り替え],2
2026-05-30,23:41:34,23:41:52,msedge.exe [127.0.0.1:5000 および他 63 ページ - 個人 - Micros...],18
2026-05-30,23:41:52,23:41:56,Antigravity.exe [action - Antigravity - app.py],4
2026-05-30,23:41:56,23:42:02,msedge.exe [127.0.0.1:5000 および他 63 ページ - 個人 - Micros...],6
2026-05-30,23:42:02,23:43:14,Antigravity.exe [action - Antigravity - app.py],72
2026-05-30,23:43:14,23:43:18,msedge.exe [127.0.0.1:5000 および他 63 ページ - 個人 - Micros...],4
2026-05-30,23:43:18,23:43:30,Antigravity.exe [action - Antigravity - app.py],12
2026-05-30,23:43:30,23:43:32,explorer.exe,2
2026-05-30,23:43:32,23:43:36,ShellExperienceHost.exe [Microsoft Edge のジャンプ リスト],4
2026-05-30,23:44:50,23:44:56,Antigravity.exe [action - Antigravity - app.py],6
2026-05-30,23:44:56,23:45:04,msedge.exe [127.0.0.1:5000],8
2026-05-30,23:45:04,23:48:48,Antigravity.exe [action - Antigravity - app.py],224
2026-05-30,23:48:48,23:49:08,msedge.exe [行動ログ ダッシュボード],20
2026-05-30,23:49:08,23:49:10,explorer.exe,2
2026-05-30,23:49:10,23:50:14,ChatGPT.exe [研究テーマの提案],64
2026-05-30,23:50:14,23:50:16,msedge.exe [行動ログ ダッシュボード],2
2026-05-30,23:50:16,23:52:42,Antigravity.exe [action - Antigravity - app.py],146
2026-05-30,23:52:42,23:54:02,Antigravity.exe [action - Antigravity - Walkthrough],80
2026-05-30,23:54:02,23:54:04,msedge.exe [行動ログ ダッシュボード],2
2026-05-30,23:54:04,23:54:36,msedge.exe [Action Tracker Dashboard],32
2026-05-30,23:54:36,23:58:12,ChatGPT.exe [研究テーマの提案],216
2026-05-30,23:58:12,23:58:16,Antigravity.exe [action - Antigravity - Walkthrough],4
2026-05-30,23:58:16,23:58:34,ChatGPT.exe [研究テーマの提案],18
2026-05-30,23:58:34,23:58:42,Antigravity.exe [action - Antigravity - Walkthrough],8
2026-05-30,23:58:42,23:58:50,msedge.exe [Action Tracker Dashboard],8
2026-05-30,23:58:50,00:01:24,Antigravity.exe [action - Antigravity - Walkthrough],154
2026-05-31,00:01:24,00:01:34,msedge.exe [Action Tracker Dashboard],10
2026-05-31,00:01:54,00:02:10,Antigravity.exe [action - Antigravity - Walkthrough],16
2026-05-31,00:02:10,00:02:26,msedge.exe [Action Tracker Dashboard],16
2026-05-31,00:02:26,00:04:12,ChatGPT.exe [研究テーマの提案],106
2026-05-31,00:04:12,00:04:14,explorer.exe [タスクの切り替え],2
2026-05-31,00:04:14,00:04:18,Antigravity.exe [action - Antigravity - Walkthrough],4
2026-05-31,00:04:18,00:04:38,msedge.exe [Action Tracker Dashboard],20
2026-05-31,00:04:38,00:05:38,ChatGPT.exe [研究テーマの提案],60
2026-05-31,00:05:38,00:05:40,msedge.exe [Action Tracker Dashboard],2
2026-05-31,00:07:21,00:07:27,Antigravity.exe [action - Antigravity - Walkthrough],6
2026-05-31,00:07:27,00:08:01,msedge.exe [Action Tracker Dashboard],34
2026-05-31,00:08:01,00:09:15,Antigravity.exe [action - Antigravity - Walkthrough],74
2026-05-31,00:09:15,00:09:49,msedge.exe [Action Tracker Dashboard],34
2026-05-31,00:14:51,00:14:59,Antigravity.exe [action - Antigravity - Walkthrough],8
2026-05-31,00:14:59,00:15:33,msedge.exe [Action Tracker Dashboard],34
2026-05-31,00:15:33,00:15:35,explorer.exe [スナップ アシスト],2
2026-05-31,00:15:35,00:15:47,msedge.exe [Action Tracker Dashboard],12
2026-05-31,00:15:47,13:23:15,Unknown,47248
2026-05-31,13:23:15,13:23:44,msedge.exe [Action Tracker Dashboard],28
2026-05-31,13:23:44,13:23:46,explorer.exe [スナップ アシスト],2
2026-05-31,13:23:46,13:24:24,Antigravity.exe [action - Antigravity - Walkthrough],38
2026-05-31,13:24:24,13:24:52,uiWinMgr.exe [フォルダシールドを設定しなおしてください],28
2026-05-31,13:24:52,13:25:32,Antigravity.exe [action - Antigravity - Walkthrough],40
2026-05-31,13:25:32,13:25:40,explorer.exe,8
2026-05-31,13:25:40,13:25:44,Cursor.exe [Cursor],4
2026-05-31,13:25:44,13:26:44,Cursor.exe [Browser Tab - Alarm-clock-crap-code - Cu...],60
2026-05-31,13:26:44,13:26:52,ShellExperienceHost.exe [Cursor のジャンプ リスト],8
2026-05-31,13:26:52,13:26:54,explorer.exe,2
2026-05-31,13:26:54,13:27:10,Cursor.exe [Cursor],16
2026-05-31,13:27:10,13:27:18,Cursor.exe [フォルダーを開く],8
2026-05-31,13:27:18,13:27:24,Cursor.exe [Cursor],6
2026-05-31,13:27:24,13:37:26,Cursor.exe [action - Cursor],602
2026-05-31,13:37:26,13:37:32,msedge.exe [YouTube],6
2026-05-31,13:37:32,13:37:34,msedge.exe [YouTube - (10) YouTube],2
2026-05-31,13:37:34,13:40:00,msedge.exe [YouTube - (10) 生徒と推しが一緒で同担拒否する先生 - YouTu...],146
2026-05-31,13:40:00,13:40:24,msedge.exe [YouTube - (10) YouTube],24
2026-05-31,13:40:24,13:41:20,msedge.exe [YouTube - (10) 【衝撃】人気Vtuberさんゲーム大会中に●●して...],56
2026-05-31,13:41:20,13:41:24,msedge.exe [YouTube - (10) YouTube],4
2026-05-31,13:41:24,13:42:28,msedge.exe [YouTube - (10) 女さん「撮り鉄始めました!」→その結果がwww 【...],64
2026-05-31,13:42:28,13:42:34,msedge.exe [YouTube - (10) YouTube],6
2026-05-31,13:42:34,13:43:16,msedge.exe [YouTube - (10) チャンネルBANの原因が判明致しました。【七天八十...],42
2026-05-31,13:43:16,13:44:12,msedge.exe [YouTube - (10) ネオチューバーさんの「家庭訪問でその辺のコンビニを...],56
2026-05-31,13:44:12,13:44:14,msedge.exe [YouTube - (10) YouTube],2
2026-05-31,13:44:14,13:44:18,msedge.exe [YouTube - (10) 生徒と推しが一緒で同担拒否する先生 - YouTu...],4
2026-05-31,13:44:18,13:44:30,msedge.exe [YouTube - (10) YouTube],12
2026-05-31,13:44:30,13:44:32,msedge.exe [YouTube - (10) 生徒と推しが一緒で同担拒否する先生 - YouTu...],2
2026-05-31,13:44:32,13:51:29,msedge.exe [YouTube - (10) 【#日常組切り抜き】日常組2026年5月面白シーン...],416
2026-05-31,13:51:29,13:51:39,SearchHost.exe [検索],10
2026-05-31,13:51:39,13:51:47,msedge.exe [Linux - 検索],8
2026-05-31,13:51:47,13:51:57,SearchHost.exe [検索],10
2026-05-31,13:51:57,13:52:03,OpenWith.exe,6
2026-05-31,13:52:03,13:52:09,msedge.exe [Linux - 検索],6
2026-05-31,13:52:09,13:52:11,msedge.exe [linux ubuntu - 検索],2
2026-05-31,13:52:11,13:52:13,msedge.exe [無題],2
2026-05-31,13:52:13,13:52:21,msedge.exe [Ubuntuを入手する | Ubuntu | Ubuntu],8
2026-05-31,13:52:21,13:52:27,SearchHost.exe [検索],6
2026-05-31,13:52:27,13:52:31,msedge.exe [Ubuntu のダウンロードありがとうございます | Ubuntu | Ubun...],4
2026-05-31,13:52:31,13:52:33,WindowsTerminal.exe [Terminal],2
2026-05-31,13:52:33,13:52:39,WindowsTerminal.exe [Ubuntu],6
2026-05-31,13:52:39,13:52:41,explorer.exe,2
2026-05-31,13:52:41,13:52:47,WindowsTerminal.exe [Ubuntu],6
2026-05-31,13:52:47,13:52:49,msedge.exe [YouTube - (10) 【#日常組切り抜き】日常組2026年5月面白シーン...],2
2026-05-31,13:52:49,13:52:53,explorer.exe [タスクの切り替え],4
2026-05-31,13:52:53,13:53:01,WindowsTerminal.exe [Ubuntu],8
2026-05-31,13:53:01,13:53:03,msedge.exe [YouTube - (10) 【#日常組切り抜き】日常組2026年5月面白シーン...],2
2026-05-31,13:53:03,13:53:09,WindowsTerminal.exe [Ubuntu],6
2026-05-31,13:53:09,13:54:05,WindowsTerminal.exe [koto@koto: ~],56
2026-05-31,13:54:05,13:54:07,explorer.exe [スナップ アシスト],2
2026-05-31,13:54:07,13:54:09,msedge.exe [Ubuntu のダウンロードありがとうございます | Ubuntu | Ubun...],2
2026-05-31,13:54:09,13:54:13,msedge.exe [新しいタブ],4
2026-05-31,13:54:13,13:54:29,msedge.exe [和訳 - 検索],16
2026-05-31,13:54:29,13:54:33,explorer.exe [スナップ アシスト],4
2026-05-31,13:54:33,13:54:37,ChatGPT.exe [研究テーマの提案],4
2026-05-31,13:54:37,13:54:41,WindowsTerminal.exe [koto@koto: ~],4
2026-05-31,13:54:41,13:54:44,msedge.exe [YouTube - (10) 【#日常組切り抜き】日常組2026年5月面白シーン...],2
2026-05-31,13:54:44,13:54:46,explorer.exe [スナップ アシスト],2
2026-05-31,13:54:46,13:55:10,mscopilot.exe [Copilot],24
2026-05-31,13:55:10,13:55:12,explorer.exe [タスクの切り替え],2
2026-05-31,13:55:12,13:55:26,WindowsTerminal.exe [koto@koto: ~],14
2026-05-31,13:55:26,13:55:32,WindowsTerminal.exe [koto@koto: /home],6
2026-05-31,13:55:32,13:55:42,WindowsTerminal.exe [koto@koto: /],10
2026-05-31,13:55:42,13:55:44,explorer.exe,2
2026-05-31,13:55:44,13:55:48,explorer.exe [ホーム - エクスプローラー],4
2026-05-31,13:55:48,13:55:50,explorer.exe [Linux - エクスプローラー],2
2026-05-31,13:55:50,13:55:52,explorer.exe [Ubuntu - エクスプローラー],2
2026-05-31,13:55:52,13:56:06,WindowsTerminal.exe [koto@koto: /],14
2026-05-31,13:56:06,13:56:24,mscopilot.exe [Copilot],18
2026-05-31,13:56:24,13:56:28,explorer.exe [Ubuntu - エクスプローラー],4
2026-05-31,13:56:28,13:56:50,mscopilot.exe [Copilot],22
2026-05-31,13:56:50,13:57:12,WindowsTerminal.exe [koto@koto: /],22
2026-05-31,13:57:12,13:57:22,mscopilot.exe [Copilot],10
2026-05-31,13:57:22,13:57:40,WindowsTerminal.exe [koto@koto: /],18
2026-05-31,13:57:40,13:58:12,WindowsTerminal.exe [koto@koto: /mnt/c/Users/kkyog],32
2026-05-31,13:58:12,13:58:20,WindowsTerminal.exe [koto@koto: /mnt/c/Users/kkyog/cousor],8
2026-05-31,13:58:20,13:58:22,WindowsTerminal.exe [koto@koto: /mnt/c/Users/kkyog/cousor/act...],2
2026-05-31,13:58:22,13:58:24,explorer.exe [スナップ アシスト],2
2026-05-31,13:58:24,13:58:28,WindowsTerminal.exe [koto@koto: /mnt/c/Users/kkyog/cousor/act...],4
2026-05-31,13:58:28,13:58:40,WindowsTerminal.exe [Windows PowerShell],12
2026-05-31,13:58:40,13:58:42,explorer.exe,2
2026-05-31,13:58:42,13:58:44,ShellExperienceHost.exe [ターミナル のジャンプ リスト],2
2026-05-31,13:58:44,13:58:46,explorer.exe,2
2026-05-31,13:58:46,13:59:10,WindowsTerminal.exe [Windows PowerShell],24
2026-05-31,13:59:10,13:59:16,Antigravity.exe [action - Antigravity - Walkthrough],6
2026-05-31,13:59:16,13:59:18,WindowsTerminal.exe [Windows PowerShell],2
2026-05-31,13:59:18,13:59:24,Antigravity.exe [action - Antigravity - Walkthrough],6
2026-05-31,13:59:24,13:59:36,WindowsTerminal.exe [Windows PowerShell],12
2026-05-31,13:59:36,13:59:46,Antigravity.exe [action - Antigravity - Walkthrough],10
2026-05-31,13:59:46,14:00:12,WindowsTerminal.exe [Windows PowerShell],26
2026-05-31,14:00:10,14:00:12,WindowsTerminal.exe [Windows PowerShell],2
2026-05-31,14:00:12,14:00:16,Antigravity.exe [action - Antigravity - Walkthrough],4
2026-05-31,14:00:16,14:00:18,WindowsTerminal.exe [Windows PowerShell],2
2026-05-31,14:00:18,14:00:24,Antigravity.exe [action - Antigravity - Walkthrough],6
2026-05-31,14:00:24,14:00:26,explorer.exe [タスクの切り替え],2
2026-05-31,14:00:26,14:00:32,WindowsTerminal.exe [Windows PowerShell],6
2026-05-31,14:00:32,14:00:42,Antigravity.exe [action - Antigravity - Walkthrough],10
2026-05-31,14:00:42,14:00:48,WindowsTerminal.exe [Windows PowerShell],6
2026-05-31,14:00:48,14:00:54,Antigravity.exe [action - Antigravity - Walkthrough],6
2026-05-31,14:00:54,14:01:08,WindowsTerminal.exe [Windows PowerShell],14
2026-05-31,14:01:08,14:01:12,Antigravity.exe [action - Antigravity - Walkthrough],4
2026-05-31,14:01:12,14:01:24,WindowsTerminal.exe [Windows PowerShell],12
2026-05-31,14:01:24,14:01:48,mscopilot.exe [Copilot],24
2026-05-31,14:01:48,14:01:56,WindowsTerminal.exe [Windows PowerShell],8
2026-05-31,14:01:56,14:02:00,msedge.exe [和訳 - 検索],4
2026-05-31,14:02:00,14:02:04,msedge.exe [127.0.0.1],4
2026-05-31,14:02:04,14:02:10,WindowsTerminal.exe [Windows PowerShell],6
2026-05-31,14:02:10,14:02:12,msedge.exe [無題],2
2026-05-31,14:02:12,14:02:32,msedge.exe [Action Tracker Dashboard],20
2026-05-31,14:02:32,14:02:34,Antigravity.exe [action - Antigravity - Walkthrough],2
2026-05-31,14:02:34,14:02:36,explorer.exe,2
2026-05-31,14:02:36,14:02:44,Windsurf.exe [action - Windsurf - app.py],8
2026-05-31,14:02:44,14:02:48,Antigravity.exe [action - Antigravity - Walkthrough],4
2026-05-31,14:02:48,14:03:54,Windsurf.exe [action - Windsurf - app.py],66
2026-05-31,14:03:54,14:03:56,explorer.exe [タスクの切り替え],2
2026-05-31,14:03:56,14:04:12,msedge.exe [Action Tracker Dashboard],16
2026-05-31,14:04:12,14:04:16,explorer.exe [スナップ アシスト],4
2026-05-31,14:04:16,14:04:38,ChatGPT.exe [研究テーマの提案],22
2026-05-31,14:04:38,14:05:46,Windsurf.exe [action - Windsurf - app.py],68
2026-05-31,14:05:46,14:06:00,msedge.exe [Action Tracker Dashboard],14
2026-05-31,14:06:00,14:06:02,explorer.exe,2
2026-05-31,14:06:02,14:06:06,msedge.exe [Action Tracker Dashboard],4
2026-05-31,14:06:06,14:06:58,ChatGPT.exe [研究テーマの提案],52
2026-05-31,14:06:58,14:07:24,Windsurf.exe [action - Windsurf - app.py],26
2026-05-31,14:07:24,14:08:19,msedge.exe [Action Tracker Dashboard],54
2026-05-31,14:08:19,14:09:31,Windsurf.exe [action - Windsurf - app.py],72
2026-05-31,14:09:31,14:09:35,msedge.exe [Action Tracker Dashboard],4
2026-05-31,14:09:35,14:09:37,msedge.exe [Visualizer],2
2026-05-31,14:09:37,14:09:39,msedge.exe [kyogiprocon - Overview – Vercel],2
2026-05-31,14:09:39,14:09:47,msedge.exe [新しいタブ],8
2026-05-31,14:09:47,14:09:49,msedge.exe [Stitch - Design with AI],2
2026-05-31,14:09:49,14:09:51,explorer.exe [スナップ アシスト],2
2026-05-31,14:09:51,14:10:01,Windsurf.exe [action - Windsurf - app.py],10
2026-05-31,14:10:01,14:10:27,msedge.exe [Stitch - Design with AI],26
2026-05-31,14:10:27,14:10:35,msedge.exe [Stitch - Projects],8
2026-05-31,14:10:35,14:11:49,msedge.exe [YouTube - (10) 【#日常組切り抜き】日常組2026年5月面白シーン...],74
2026-05-31,14:11:49,14:13:17,msedge.exe [Stitch - Projects],88
2026-05-31,14:13:17,14:13:21,Windsurf.exe [action - Windsurf - app.py],4
2026-05-31,14:13:21,14:13:53,msedge.exe [Stitch - Projects],32
2026-05-31,14:13:53,14:13:55,Unknown,2
2026-05-31,14:13:55,14:14:01,Windsurf.exe [action - Windsurf - app.py],6
2026-05-31,14:14:01,14:14:03,explorer.exe [タスクの切り替え],2
2026-05-31,14:14:03,14:14:17,msedge.exe [Stitch - Projects],14
2026-05-31,14:14:17,14:14:33,Windsurf.exe [action - Windsurf - app.py],16
2026-05-31,14:14:33,14:14:35,explorer.exe,2
2026-05-31,14:14:35,14:22:21,msedge.exe [YouTube - (10) 【#日常組切り抜き】日常組2026年5月面白シーン...],466
2026-05-31,14:22:21,14:22:25,explorer.exe [タスクの切り替え],4
2026-05-31,14:22:25,14:22:39,msedge.exe [Action Tracker Dashboard],14
2026-05-31,14:22:39,14:22:41,explorer.exe [スナップ アシスト],2
2026-05-31,14:22:41,14:22:51,Windsurf.exe [action - Windsurf - app.py],10
2026-05-31,14:22:51,14:22:55,explorer.exe [タスクの切り替え],4
2026-05-31,14:23:05,14:23:13,WindowsTerminal.exe [Windows PowerShell],8
2026-05-31,14:23:13,14:23:33,msedge.exe [Action Tracker Dashboard],20
2026-05-31,14:23:33,14:24:27,ChatGPT.exe [研究テーマの提案],54
2026-05-31,14:24:27,14:24:33,msedge.exe [Action Tracker Dashboard],6
2026-05-31,14:24:33,14:26:15,Windsurf.exe [action - Windsurf - app.py],102
2026-05-31,14:26:15,14:26:17,msedge.exe [Action Tracker Dashboard],2
2026-05-31,14:26:17,14:27:41,ChatGPT.exe [研究テーマの提案],84
2026-05-31,14:27:41,14:27:45,msedge.exe [Action Tracker Dashboard],4
2026-05-31,14:27:45,14:28:05,Windsurf.exe [action - Windsurf - app.py],20
2026-05-31,14:28:05,14:28:45,msedge.exe [YouTube - (10) 【#日常組切り抜き】日常組2026年5月面白シーン...],40
2026-05-31,14:28:45,14:28:51,msedge.exe [YouTube - (10) YouTube],6
2026-05-31,14:28:51,14:30:19,msedge.exe [YouTube - (10) 【悲報】人気絵師さん、Vtuberに〇〇してしまい...],88
2026-05-31,14:30:19,14:30:27,msedge.exe [YouTube - (10) YouTube],8
2026-05-31,14:30:27,14:30:51,msedge.exe [YouTube - (10) 【衝撃】にじさんじさんのイベント会場、ファン...],24
2026-05-31,14:30:51,14:30:57,msedge.exe [YouTube - (10) YouTube],6
2026-05-31,14:30:57,14:30:59,msedge.exe [YouTube - (10) 【#日常組切り抜き】日常組2026年5月面白シーン...],2
2026-05-31,14:30:59,14:33:37,msedge.exe [YouTube - (10) 「退職代行」を使って辞めようとしてくる総理大臣【ア...],158
2026-05-31,14:33:37,14:33:45,msedge.exe [YouTube - (10) YouTube],8
2026-05-31,14:33:45,14:33:47,msedge.exe [YouTube - (10) 「退職代行」を使って辞めようとしてくる総理大臣【ア...],2
2026-05-31,14:33:47,14:33:54,msedge.exe [YouTube - (10) 普通の授業なのに、下ネタと捉えてくる女子生徒【アニ...],6
2026-05-31,14:33:54,14:33:58,Windsurf.exe [action - Windsurf - app.py],4
2026-05-31,14:33:58,14:34:04,ChatGPT.exe [研究テーマの提案],6
2026-05-31,14:34:04,14:34:06,msedge.exe [YouTube - (10) 普通の授業なのに、下ネタと捉えてくる女子生徒【アニ...],2
2026-05-31,14:34:06,14:34:52,ChatGPT.exe [研究テーマの提案],46
2026-05-31,14:34:52,14:34:54,msedge.exe [YouTube - (10) 普通の授業なのに、下ネタと捉えてくる女子生徒【アニ...],2
2026-05-31,14:34:54,14:35:52,ChatGPT.exe [研究テーマの提案],58
2026-05-31,14:35:52,14:35:54,explorer.exe,2
2026-05-31,14:35:54,14:36:06,Windsurf.exe [action - Windsurf - app.py],12
2026-05-31,14:36:06,14:36:08,explorer.exe [タスクの切り替え],2
2026-05-31,14:36:08,14:36:14,msedge.exe [YouTube - (10) YouTube],6
2026-05-31,14:36:14,14:37:18,msedge.exe [YouTube - (10) 【にじさんじ】卒業ライバーに出会うにじさんじ3選 ...],64
2026-05-31,14:37:18,14:37:38,msedge.exe [YouTube - (10) YouTube],20
2026-05-31,14:37:38,14:38:42,msedge.exe [YouTube - (10) ダンスシーンが酷すぎたアニメをゆっくり解説 - Y...],64
2026-05-31,14:38:42,14:39:28,msedge.exe [YouTube - (10) YouTube],46
2026-05-31,14:39:28,14:40:20,msedge.exe [YouTube - (10) 烏野にマネージャー2人も必要だったと思う？#ハイキ...],52
2026-05-31,14:40:20,14:40:26,msedge.exe [YouTube - (10) YouTube],6
2026-05-31,14:40:26,14:40:28,msedge.exe [YouTube - (10) 普通の授業なのに、下ネタと捉えてくる女子生徒【アニ...],2
2026-05-31,14:40:28,14:41:52,msedge.exe [YouTube - (10) マッチングアプリで会ったのに 手を出してこないヤツ...],84
2026-05-31,14:41:52,14:42:28,msedge.exe [YouTube - (10) YouTube],36
2026-05-31,14:42:28,14:42:40,msedge.exe [YouTube - (10) マジシャンに１万円を渡す時に PayPayを使うヤ...],12
2026-05-31,14:42:40,14:42:42,Windsurf.exe [action - Windsurf - app.py],2
2026-05-31,14:42:51,14:42:53,WindowsTerminal.exe [Windows PowerShell],2
2026-05-31,14:42:53,14:42:55,explorer.exe [タスクの切り替え],2
2026-05-31,14:42:55,14:43:19,msedge.exe [Action Tracker Dashboard],24
2026-05-31,14:43:19,14:43:21,explorer.exe,2
2026-05-31,14:43:21,14:43:23,msedge.exe [Action Tracker Dashboard],2
2026-05-31,14:43:23,14:43:31,Windsurf.exe [action - Windsurf - app.py],8
2026-05-31,14:43:31,14:43:39,msedge.exe [Action Tracker Dashboard],8
2026-05-31,14:43:39,14:45:41,Windsurf.exe [action - Windsurf - app.py],122
2026-05-31,14:45:41,14:45:49,msedge.exe [Action Tracker Dashboard],8
2026-05-31,14:45:49,14:45:55,Windsurf.exe [action - Windsurf - app.py],6
2026-05-31,14:45:55,14:46:39,ChatGPT.exe [研究テーマの提案],44
2026-05-31,14:46:39,14:46:43,explorer.exe [タスクの切り替え],4
2026-05-31,14:46:43,14:46:51,msedge.exe [Action Tracker Dashboard],8
2026-05-31,14:46:51,14:46:53,explorer.exe [タスクの切り替え],2
2026-05-31,14:46:53,14:47:23,ChatGPT.exe [研究テーマの提案],30
2026-05-31,14:47:23,14:47:25,msedge.exe [Action Tracker Dashboard],2
2026-05-31,14:47:25,14:47:31,Windsurf.exe [action - Windsurf - app.py],6
2026-05-31,14:47:31,14:47:33,explorer.exe [タスクの切り替え],2
2026-05-31,14:47:33,14:47:43,msedge.exe [Action Tracker Dashboard],10
2026-05-31,14:47:43,14:47:57,Windsurf.exe [action - Windsurf - app.py],14
2026-05-31,14:47:57,14:48:03,msedge.exe [Action Tracker Dashboard],6
2026-05-31,14:48:03,14:48:05,explorer.exe [スナップ アシスト],2
2026-05-31,14:48:05,14:48:11,Windsurf.exe [action - Windsurf - app.py],6
2026-05-31,14:48:11,14:48:27,msedge.exe [Action Tracker Dashboard],16
2026-05-31,14:48:27,14:48:29,Windsurf.exe [action - Windsurf - app.py],2
2026-05-31,14:48:29,14:50:57,ChatGPT.exe [研究テーマの提案],148
2026-05-31,14:50:57,14:51:01,Windsurf.exe [action - Windsurf - app.py],4
2026-05-31,14:51:01,14:51:47,ChatGPT.exe [研究テーマの提案],46
2026-05-31,14:51:47,14:51:53,msedge.exe [YouTube - (10) 説教中に部下が 自分より出世してきた【アニメ】【総...],6
2026-05-31,14:51:53,15:08:06,ChatGPT.exe [研究テーマの提案],972
2026-05-31,15:08:06,15:08:10,Windsurf.exe [action - Windsurf - app.py],4
2026-05-31,15:08:10,15:08:12,explorer.exe [タスクの切り替え],2
2026-05-31,15:08:12,15:08:54,ChatGPT.exe [研究テーマの提案],42
2026-05-31,15:08:54,15:08:58,Windsurf.exe [action - Windsurf - app.py],4
2026-05-31,15:08:58,15:09:20,ChatGPT.exe [研究テーマの提案],22
2026-05-31,15:09:20,15:09:24,Windsurf.exe [action - Windsurf - app.py],4
2026-05-31,15:09:24,15:09:26,explorer.exe [タスクの切り替え],2
2026-05-31,15:09:26,15:39:09,ChatGPT.exe [研究テーマの提案],1782
2026-05-31,15:39:09,15:39:15,Windsurf.exe [action - Windsurf - app.py],6
2026-05-31,15:39:15,15:39:31,msedge.exe [Action Tracker Dashboard],16
2026-05-31,15:39:33,15:39:41,WindowsTerminal.exe [Windows PowerShell],8
2026-05-31,15:39:41,15:39:43,explorer.exe [タスクの切り替え],2
